"V01.00.000"
"$_Languages"
"9(1) Englisch (USA)";"7(1) Deutsch (Deutschland)";"513(1) Key"
"E142: NOP   0";"E142: NOP   0";""
"Request Greiferdaten lesen";"Request Greiferdaten lesen";""
"******************************************************************";"******************************************************************";""
"WZ-Bruch Anforderung 2.Messung";"WZ-Bruch Anforderung 2.Messung";""
"Abfrage ob Platz zum ablegen vorhanden";"Abfrage ob Platz zum ablegen vorhanden";""
"Auftrag Leerplatzsuche beendet";"Auftrag Leerplatzsuche beendet";""
"Kein Platz zum Ablegen vorhanden";"Kein Platz zum Ablegen vorhanden";""
"Negative Auftragsquittung";"Negative Auftragsquittung";""
"Positive Auftragsquittung";"Positive Auftragsquittung";""
"WZ-Greifer in Grundstellung";"WZ-Greifer in Grundstellung";""
" Freigabebit für Bewegung im Magazinbereich";" Freigabebit für Bewegung im Magazinbereich";""
"Auftrag Regal-Greifer zur Vorposition";"Auftrag Regal-Greifer zur Vorposition";""
"Neuer Ablauf bei Siemensregal";"Neuer Ablauf bei Siemensregal";""
"Auftrag Regal-Greifer zur Vorposition beendet";"Auftrag Regal-Greifer zur Vorposition beendet";""
"Abfrage ob ein Werkzeug im Regal-Greifer --> wenn ja, dann Fehler";"Abfrage ob ein Werkzeug im Regal-Greifer --> wenn ja, dann Fehler";""
"Regal-Greifer in Vorposition und Übergabebereich";"Regal-Greifer in Vorposition und Übergabebereich";""
"WZ-Greifer ins Magazin fahren und Regalbewegung sperren";"WZ-Greifer ins Magazin fahren und Regalbewegung sperren";""
"WZ-Greifer im Magazin";"WZ-Greifer im Magazin";""
"Auftrag an Regal Werkzeug aus WZ-Greifer holen";"Auftrag an Regal Werkzeug aus WZ-Greifer holen";""
"Regalbewegung wieder freigeben";"Regalbewegung wieder freigeben";""
"Auftrag Werkzeug aus WZ-Greifer holen beendet";"Auftrag Werkzeug aus WZ-Greifer holen beendet";""
"---(1)--- neu, slh, 7.12.2006 --------------------------------------";"---(1)--- neu, slh, 7.12.2006 --------------------------------------";""
"---(1)--------------------------------------------------------------";"---(1)--------------------------------------------------------------";""
"Bei Winkelfräskopf Greifer entriegeln und warten bis entriegelt ist";"Bei Winkelfräskopf Greifer entriegeln und warten bis entriegelt ist";""
"WZ-Greifer wieder in Grundstellung fahren";"WZ-Greifer wieder in Grundstellung fahren";""
"Warten auf WZ-Greifer in Grundstellung";"Warten auf WZ-Greifer in Grundstellung";""
"---(2)---auskommentiert, slh, 7.12.2006 --------------------------";"---(2)---auskommentiert, slh, 7.12.2006 --------------------------";""
"Werkzeugdaten umspeichern";"Werkzeugdaten umspeichern";""
"      U     ""M_WZW_Gre1_Pos_Spi"" ";"      U     ""M_WZW_Gre1_Pos_Spi"" ";""
"      SPBN  n45a                 ";"      SPBN  n45a                 ";""
"      S     ""M_Umsp_Gr2-Mag""     ";"      S     ""M_Umsp_Gr2-Mag""     ";""
"      SPB   n45c                 ";"      SPB   n45c                 ";""
"n45a: U     ""M_WZW_Gre1_Pos_Mag"" ";"n45a: U     ""M_WZW_Gre1_Pos_Mag"" ";""
"      SPBN  MEND                 ";"      SPBN  MEND                 ";""
"      S     ""M_Umsp_Gr1-Mag""  ";"      S     ""M_Umsp_Gr1-Mag""  ";""
"---(2)------------------------------------------------------------";"---(2)------------------------------------------------------------";""
"Werkzeuggreifer in Grundstellung";"Werkzeuggreifer in Grundstellung";""
"Auftrag an Regal Werkzeug vom Regal-Greifer ins Regal ablegen";"Auftrag an Regal Werkzeug vom Regal-Greifer ins Regal ablegen";""
"Warten bis Greiferentriegelung wieder deaktiviert ist";"Warten bis Greiferentriegelung wieder deaktiviert ist";""
"      R     ""DB_DM_M_FUNKTION"".MX_M[288]";"      R     ""DB_DM_M_FUNKTION"".MX_M[288]";""
"--- Test slh 6.12.2006 ---------------------------------------------";"--- Test slh 6.12.2006 ---------------------------------------------";""
"--------------------------------------------------------------------";"--------------------------------------------------------------------";""
"Aufzeichnen der letzten 5 Befehle";"Aufzeichnen der letzten 5 Befehle";""
" Anwahl WZW = 6";" Anwahl WZW = 6";""
" WZW nicht angewaehlt oder";" WZW nicht angewaehlt oder";""
"Gr1-->Spi";"Gr1-->Spi";""
"Gr1-->Mag";"Gr1-->Mag";""
"Spi.spannen";"Spi.spannen";""
"Spi.lösen";"Spi.lösen";""
"Req.Wz.im Gr1 im Mag.ablegen";"Req.Wz.im Gr1 im Mag.ablegen";""
"Req.Wz.im Gr2 im Mag.ablegen";"Req.Wz.im Gr2 im Mag.ablegen";""
"$A_DBB[111] A_NC_WZW_AKTIV";"$A_DBB[111] A_NC_WZW_AKTIV";""
"kein Regal:<B_SKZ_Ablauf> sichern";"kein Regal:<B_SKZ_Ablauf> sichern";""
"Bei Regal <""DI_WZV_ABL_REGAL"".Schritt> sichern";"Bei Regal <""DI_WZV_ABL_REGAL"".Schritt> sichern";""
"      U     ""DB_NC_PLC"".WZW_WZ_Einwechseln";"      U     ""DB_NC_PLC"".WZW_WZ_Einwechseln";""
"      O     ""DB_NC_PLC"".WZW_WZ_AUS_EINWechseln";"      O     ""DB_NC_PLC"".WZW_WZ_AUS_EINWechseln";""
" WZW Freigabe 1-Signal";" WZW Freigabe 1-Signal";""
" und der WZW ist in Grundstellung";" und der WZW ist in Grundstellung";""
" Alle Bedingungen ok Startsignal an NC ";" Alle Bedingungen ok Startsignal an NC ";""
" Störung Magazintürüberwachung ";" Störung Magazintürüberwachung ";""
" Meldung Magazintürüberwachung  ";" Meldung Magazintürüberwachung  ";""
"  ""DB_NC_PLC"".WZW_NC_Aktiv";"  ""DB_NC_PLC"".WZW_NC_Aktiv";""
"Greifer 2 zu Magazin muß Werkzeug holen bei Typ 4 oder 5";"Greifer 2 zu Magazin muß Werkzeug holen bei Typ 4 oder 5";""
" beim Vorbereiten Greifer 2 zu Magazin wenn";" beim Vorbereiten Greifer 2 zu Magazin wenn";""
" a: Einwechseln ";" a: Einwechseln ";""
" b: Vollwechsel und neuer Typ gross";" b: Vollwechsel und neuer Typ gross";""
" c: Aus Einwechseln, beim Einwechseln ";" c: Aus Einwechseln, beim Einwechseln ";""
"neues Werkzeug vom Typ 4 oder 5";"neues Werkzeug vom Typ 4 oder 5";""
"Umschreiben des OEM-Datums für Werkzeugbruchüberwachung";"Umschreiben des OEM-Datums für Werkzeugbruchüberwachung";""
"      U     ""DB_NC_PLC"".WZW_WZW_Beendet";"      U     ""DB_NC_PLC"".WZW_WZW_Beendet";""
"      U     ""M_WZW_Quitt_Ablauf""";"      U     ""M_WZW_Quitt_Ablauf""";""
"Wenn Omron-Regal angewählt dann Schrittkette überspringen";"Wenn Omron-Regal angewählt dann Schrittkette überspringen";""
"----------------------------------------------------------------------------------------";"----------------------------------------------------------------------------------------";""
"Werkzeug vorbereiten";"Werkzeug vorbereiten";""
"Werkzeug ablegen";"Werkzeug ablegen";""
" -- Schritt 0 ---------------------------------------------------------------";" -- Schritt 0 ---------------------------------------------------------------";""
"      R     ""DB_DM_M_FUNKTION"".MX_Quitt[288]";"      R     ""DB_DM_M_FUNKTION"".MX_Quitt[288]";""
"Ablegen aus FB193";"Ablegen aus FB193";""
"""MX_BeEntladen_Aktiv""";"""MX_BeEntladen_Aktiv""";""
"Vorbereiten aus FB193";"Vorbereiten aus FB193";""
"Greifer in Grundstellung";"Greifer in Grundstellung";""
"WZ-Verriegelung in Grundstellung";"WZ-Verriegelung in Grundstellung";""
"Bei T0 abwarten auf Magazin positioniert";"Bei T0 abwarten auf Magazin positioniert";""
"Wenn: Greifer in Position";"Wenn: Greifer in Position";""
"Dann: Hub ins Magazin";"Dann: Hub ins Magazin";""
" ""I_WW_1GRF_MAG""";" ""I_WW_1GRF_MAG""";""
"xxxxxxxxx";"xxxxxxxxx";""
"xxxxxxxx";"xxxxxxxx";""
"Wenn: Hub im Magazin";"Wenn: Hub im Magazin";""
"Dann: Umspeichern WZV";"Dann: Umspeichern WZV";""
"Wenn: WZ-Verriegelung in Grundstellung";"Wenn: WZ-Verriegelung in Grundstellung";""
"Dann: Hub in Grundstellung fahren";"Dann: Hub in Grundstellung fahren";""
"Wenn: Hub in Grundstellung";"Wenn: Hub in Grundstellung";""
"Dann: Greifer in Grundstellung";"Dann: Greifer in Grundstellung";""
"17.07.03 FUH: Umspeichern hier eingefügt wegen Satzsuchlauf";"17.07.03 FUH: Umspeichern hier eingefügt wegen Satzsuchlauf";""
"Wenn: Greifer in Grundstellung";"Wenn: Greifer in Grundstellung";""
"Dann: Abfrage ob WZ reinigen";"Dann: Abfrage ob WZ reinigen";""
"Wenn: Werkzeugbruchüberwachung angewählt";"Wenn: Werkzeugbruchüberwachung angewählt";""
"Dann: Ablauf WZ-Bruch-Überwachung starten";"Dann: Ablauf WZ-Bruch-Überwachung starten";""
"Werkzeugbruchanforderung 1te Messung";"Werkzeugbruchanforderung 1te Messung";""
"Ende Werkzeugbruchablauf";"Ende Werkzeugbruchablauf";""
"Ende Werkzeug reinigen";"Ende Werkzeug reinigen";""
" -- Schritt 10 ----------------------------------------------------------------";" -- Schritt 10 ----------------------------------------------------------------";""
"Wenn: WZW in Grundstellung";"Wenn: WZW in Grundstellung";""
"Dann: Ende WZ-Vorbereitet melden";"Dann: Ende WZ-Vorbereitet melden";""
"   UN    ""DB_NC_PLC"".WZW_NC_Aktiv";"   UN    ""DB_NC_PLC"".WZW_NC_Aktiv";""
" Magazinverriegelung ruecksetzen";" Magazinverriegelung ruecksetzen";""
" -- Schritt 12 --WZ-Ablegen-----------------------------------------------------";" -- Schritt 12 --WZ-Ablegen-----------------------------------------------------";""
" warten auf gelesen";" warten auf gelesen";""
" -- Schritt 15 --WZ-Ablegen-----------------------------------------------------";" -- Schritt 15 --WZ-Ablegen-----------------------------------------------------";""
" -- Schritt 16 --WZ-Ablegen-----------------------------------------------------";" -- Schritt 16 --WZ-Ablegen-----------------------------------------------------";""
" -- Schritt 17 --WZ-Ablegen-----------------------------------------------------";" -- Schritt 17 --WZ-Ablegen-----------------------------------------------------";""
"Werkzeugbruchüberwachung";"Werkzeugbruchüberwachung";""
" -- Schritt 18 --WZ-Ablegen-----------------------------------------------------";" -- Schritt 18 --WZ-Ablegen-----------------------------------------------------";""
"Dann: Greifer Richtung Magazin";"Dann: Greifer Richtung Magazin";""
" Überwachungen fürs ablegen";" Überwachungen fürs ablegen";""
"Rückhaltestift oben";"Rückhaltestift oben";""
" Greifer 1 steht Richtung Magazin";" Greifer 1 steht Richtung Magazin";""
" Greifer 2 belegt";" Greifer 2 belegt";""
" Greifer 1 steht Richtung Spindel";" Greifer 1 steht Richtung Spindel";""
" Greifer 1  belegt";" Greifer 1  belegt";""
"     S     ""DB_FEHLERMELDUNG"".VS_Halt_Async1._701621_Grf1_2_ni_Mag";"     S     ""DB_FEHLERMELDUNG"".VS_Halt_Async1._701621_Grf1_2_ni_Mag";""
" -- Schritt 19 ---------------------------------------------------------------";" -- Schritt 19 ---------------------------------------------------------------";""
"Wenn: Greifer Richtung Magazin";"Wenn: Greifer Richtung Magazin";""
" U Greifer 1 belegt ";" U Greifer 1 belegt ";""
" U Greifer 2 belegt ";" U Greifer 2 belegt ";""
" -- Schritt 20 ---------------------------------------------------------------";" -- Schritt 20 ---------------------------------------------------------------";""
"Dann: WZ-Verriegelung ausfahren";"Dann: WZ-Verriegelung ausfahren";""
"Rückhaltestift nach unten";"Rückhaltestift nach unten";""
" -- Schritt 21 ---------------------------------------------------------------";" -- Schritt 21 ---------------------------------------------------------------";""
"Wenn: WZ-Verriegelung ausgefahren";"Wenn: WZ-Verriegelung ausgefahren";""
"Dann: Hub in Grundstellung";"Dann: Hub in Grundstellung";""
" -- Schritt 22 ---------------------------------------------------------------";" -- Schritt 22 ---------------------------------------------------------------";""
"Dann: WZ-Verriegelung einfahren und WZV umspeichern";"Dann: WZ-Verriegelung einfahren und WZV umspeichern";""
" -- Schritt 23 ---------------------------------------------------------------";" -- Schritt 23 ---------------------------------------------------------------";""
"Dann: Ablauf Ende";"Dann: Ablauf Ende";""
"    S     ""DB_DM_M_FUNKTION"".MX_Quitt[288]";"    S     ""DB_DM_M_FUNKTION"".MX_Quitt[288]";""
" -- Schritt 24 ---------------------------------------------------------------";" -- Schritt 24 ---------------------------------------------------------------";""
"      R     ""M_WZW_Ausw""";"      R     ""M_WZW_Ausw""";""
"slh,5.12.2006";"slh,5.12.2006";""
"""DB_OEM"".WZW_Reset; slh,5.12.2006";"""DB_OEM"".WZW_Reset; slh,5.12.2006";""
"""DB_DM_M_FUNKTION"".MX_M[288]";"""DB_DM_M_FUNKTION"".MX_M[288]";""
"X-Achse auf WFK-Wechselposition";"X-Achse auf WFK-Wechselposition";""
"X-Achse in Arbeitsraum";"X-Achse in Arbeitsraum";""
"Vertikalachse auf WFK-Auswechselposition";"Vertikalachse auf WFK-Auswechselposition";""
"Vertikalachse auf WFK-Einwechselposition";"Vertikalachse auf WFK-Einwechselposition";""
"Greifer 2 entriegeln";"Greifer 2 entriegeln";""
"OMRON   --> keine Verriegelung";"OMRON   --> keine Verriegelung";""
" Hub ins Magazin fahren";" Hub ins Magazin fahren";""
" Hub im Magazin";" Hub im Magazin";""
" M-Funktion rueckmelden";" M-Funktion rueckmelden";""
"Hub in Grundstellung";"Hub in Grundstellung";""
"SKR Hub ins Magazin";"SKR Hub ins Magazin";""
" Kegel in Grdstl ";" Kegel in Grdstl ";""
"  oder keine KEgelreinigung";"  oder keine KEgelreinigung";""
"Fehlerausgabe bei falscher Greiferposition";"Fehlerausgabe bei falscher Greiferposition";""
"""DB_DM_M_FUNKTION"".MX_M[271]";"""DB_DM_M_FUNKTION"".MX_M[271]";""
" oder SKR Tuer Auf";" oder SKR Tuer Auf";""
"""DB_DM_M_FUNKTION"".MX_M[272]    // Tuere Zu";"""DB_DM_M_FUNKTION"".MX_M[272]    // Tuere Zu";""
" oder SKR Tuer Zu";" oder SKR Tuer Zu";""
"""DB_DM_M_FUNKTION"".MX_M[272]";"""DB_DM_M_FUNKTION"".MX_M[272]";""
" Rettung";" Rettung";""
"--sth 21.03.05 -------------------------------------";"--sth 21.03.05 -------------------------------------";""
"----------------------------------------------------";"----------------------------------------------------";""
" immer langsam";" immer langsam";""
" SpindelWerkzeugTyp grösser 1";" SpindelWerkzeugTyp grösser 1";""
" Neues WZTyp grösser 1";" Neues WZTyp grösser 1";""
" immer schnell  ";" immer schnell  ";""
"Greifer 1 zum Magazin";"Greifer 1 zum Magazin";""
" Rueckmelden der M-Funktion ";" Rueckmelden der M-Funktion ";""
"Greifer 1 zur Spindel";"Greifer 1 zur Spindel";""
" Greifer nach Stellung 2";" Greifer nach Stellung 2";""
"X-Achse zum Arbeitsraum";"X-Achse zum Arbeitsraum";""
"X-Achse auf Wechselposition";"X-Achse auf Wechselposition";""
"Asup abbrechen wenn Taste wieder losgelassen, Befehl zurückgenommen wird";"Asup abbrechen wenn Taste wieder losgelassen, Befehl zurückgenommen wird";""
"Regalgreifer auf Grundstellung";"Regalgreifer auf Grundstellung";""
"Werkzeug aus Spindel entnehmen";"Werkzeug aus Spindel entnehmen";""
" Eingaenge";" Eingaenge";""
" Ausgaenge";" Ausgaenge";""
" Eingaenge Aufruf aus OB35";" Eingaenge Aufruf aus OB35";""
" Ausgaenge Aufruf aus OB35";" Ausgaenge Aufruf aus OB35";""
"M     346.0;BOOL;M-EINGANG: MSST-Taste ToFrame";"M     346.0;BOOL;M-EINGANG: MSST-Taste ToFrame";""
"M     302.0;BOOL;M-EINGANG: RS4: MSST: Taste Bild rechts lila";"M     302.0;BOOL;M-EINGANG: RS4: MSST: Taste Bild rechts lila";""
"M     301.7;BOOL;M-EINGANG: RS4: MSST: Taste Bild links gelb";"M     301.7;BOOL;M-EINGANG: RS4: MSST: Taste Bild links gelb";""
"M     341.5;BOOL;M-EINGANG: Taste Werkzeugmagazin rechts";"M     341.5;BOOL;M-EINGANG: Taste Werkzeugmagazin rechts";""
"M     341.6;BOOL;M-EINGANG: Taste Werkzeugmagazin links";"M     341.6;BOOL;M-EINGANG: Taste Werkzeugmagazin links";""
"M     341.3;BOOL;M-EINGANG: Taste Kabinentür entriegeln";"M     341.3;BOOL;M-EINGANG: Taste Kabinentür entriegeln";""
"M     371.1;BOOL;M-EINGANG: MSST: Taste 4-Achse links_T 40";"M     371.1;BOOL;M-EINGANG: MSST: Taste 4-Achse links_T 40";""
"M     370.1;BOOL;M-EINGANG: MSST: Taste 4-Achse rechts";"M     370.1;BOOL;M-EINGANG: MSST: Taste 4-Achse rechts";""
"M     370.2;BOOL;M-EINGANG: MSST: Taste Eilgang_T 29";"M     370.2;BOOL;M-EINGANG: MSST: Taste Eilgang_T 29";""
"M     370.3;BOOL;M-EINGANG: MSST: Taste 5/6 Achse minus_T 48";"M     370.3;BOOL;M-EINGANG: MSST: Taste 5/6 Achse minus_T 48";""
"M     370.4;BOOL;M-EINGANG: MSST: Taste 5/6 Achse plus_T 48";"M     370.4;BOOL;M-EINGANG: MSST: Taste 5/6 Achse plus_T 48";""
"M     371.3;BOOL;M-EINGANG: MSST: Taste Spindel links -_T 8";"M     371.3;BOOL;M-EINGANG: MSST: Taste Spindel links -_T 8";""
"M     371.4;BOOL;M-EINGANG: MSST: Taste Spindel rechts_T 10";"M     371.4;BOOL;M-EINGANG: MSST: Taste Spindel rechts_T 10";""
"M     371.5;BOOL;M-EINGANG: MSST: Taste Spindel Halt_T 9";"M     371.5;BOOL;M-EINGANG: MSST: Taste Spindel Halt_T 9";""
"M     371.6;BOOL;M-EINGANG: MSST: Taste Spindeloverride 100%";"M     371.6;BOOL;M-EINGANG: MSST: Taste Spindeloverride 100%";""
"M     371.7;BOOL;M-EINGANG: MSST: Taste Spindeloverride erhöhen";"M     371.7;BOOL;M-EINGANG: MSST: Taste Spindeloverride erhöhen";""
"M     372.0;BOOL;M-EINGANG: MSST: Taste Spindeloverride reduzieren";"M     372.0;BOOL;M-EINGANG: MSST: Taste Spindeloverride reduzieren";""
"M     372.1;BOOL;M-EINGANG: MSST: Taste Bedienhandgerät";"M     372.1;BOOL;M-EINGANG: MSST: Taste Bedienhandgerät";""
"M     372.2;BOOL;M-EINGANG: MSST: Taste Kühlmittel";"M     372.2;BOOL;M-EINGANG: MSST: Taste Kühlmittel";""
"M     372.3;BOOL;M-EINGANG: MSST: Taste Innere Kühlmittel";"M     372.3;BOOL;M-EINGANG: MSST: Taste Innere Kühlmittel";""
"M      16.0;BOOL;M-EINGANG: Eingang Freigabe Palettenwechsler";"M      16.0;BOOL;M-EINGANG: Eingang Freigabe Palettenwechsler";""
"M     370.5;BOOL;M-EINGANG: MSST: Taste X-Achse minus_T 30";"M     370.5;BOOL;M-EINGANG: MSST: Taste X-Achse minus_T 30";""
"M     370.6;BOOL;M-EINGANG: MSST: Taste X-Achse plus_T 28";"M     370.6;BOOL;M-EINGANG: MSST: Taste X-Achse plus_T 28";""
"M     371.2;BOOL;M-EINGANG: MSST: Taste Y-Achse minus_T 38";"M     371.2;BOOL;M-EINGANG: MSST: Taste Y-Achse minus_T 38";""
"M     370.0;BOOL;M-EINGANG: MSST: Taste Y-Achse plus";"M     370.0;BOOL;M-EINGANG: MSST: Taste Y-Achse plus";""
"M     371.0;BOOL;M-EINGANG: MSST: Taste Z-Achse plus";"M     371.0;BOOL;M-EINGANG: MSST: Taste Z-Achse plus";""
"M     370.7;BOOL;M-EINGANG: MSST: Taste Z-Achse minus_T 39";"M     370.7;BOOL;M-EINGANG: MSST: Taste Z-Achse minus_T 39";""
"E ;BOOL;Quittierung Freigabe Palettenwechsler   /G1-05.3";"E ;BOOL;Quittierung Freigabe Palettenwechsler   /G1-05.3";""
"M     333.7;BOOL;M-EINGANG: Quittierung Freigabe Palettenwechsler";"M     333.7;BOOL;M-EINGANG: Quittierung Freigabe Palettenwechsler";""
"E ;BOOL;Betriebsbereit Sicherheitsschaltgeraet";"E ;BOOL;Betriebsbereit Sicherheitsschaltgeraet";""
"M     208.0;BOOL;M-EINGANG: Betriebsbereit Sicherheitsschaltgeraet";"M     208.0;BOOL;M-EINGANG: Betriebsbereit Sicherheitsschaltgeraet";""
"E ;BOOL;Rueckmeldung Maschine Ein";"E ;BOOL;Rueckmeldung Maschine Ein";""
"M     332.3;BOOL;M-EINGANG: Rueckmeldung Maschine Ein";"M     332.3;BOOL;M-EINGANG: Rueckmeldung Maschine Ein";""
"E ;BOOL;Vorschubfreigabe X/Y/Z-Achse 4./5.-Achse";"E ;BOOL;Vorschubfreigabe X/Y/Z-Achse 4./5.-Achse";""
"M    1010.0;BOOL;M-EINGANG: Vorschubfreigabe X/Y/Z-Achse 4./5.-Achse";"M    1010.0;BOOL;M-EINGANG: Vorschubfreigabe X/Y/Z-Achse 4./5.-Achse";""
"E ;BOOL;Einlesefreigabe";"E ;BOOL;Einlesefreigabe";""
"M    1010.1;BOOL;M-EINGANG: Einlesefreigabe";"M    1010.1;BOOL;M-EINGANG: Einlesefreigabe";""
"E ;BOOL;Kabinentueren geschlossen";"E ;BOOL;Kabinentueren geschlossen";""
"M     332.0;BOOL;M-EINGANG: Kabinentueren geschlossen";"M     332.0;BOOL;M-EINGANG: Kabinentueren geschlossen";""
"E ;BOOL;Kabinentueren verriegelt";"E ;BOOL;Kabinentueren verriegelt";""
"M     334.3;BOOL;M-EINGANG: Kabinentueren verriegelt";"M     334.3;BOOL;M-EINGANG: Kabinentueren verriegelt";""
"E ;BOOL;Zustimmungstaste";"E ;BOOL;Zustimmungstaste";""
"M     332.1;BOOL;M-EINGANG: Zustimmungstaste";"M     332.1;BOOL;M-EINGANG: Zustimmungstaste";""
"M     344.2;BOOL;M-EINGANG: Rueckmeldung Maschine Ein (Kein Not-Aus)";"M     344.2;BOOL;M-EINGANG: Rueckmeldung Maschine Ein (Kein Not-Aus)";""
"E ;BOOL;Freigabe Schwenkfrässkopf";"E ;BOOL;Freigabe Schwenkfrässkopf";""
"M     335.7;BOOL;M-EINGANG: Schwenkfräskopf Freigabe";"M     335.7;BOOL;M-EINGANG: Schwenkfräskopf Freigabe";""
"E ;BOOL;Druckueberwachung Hydraulik";"E ;BOOL;Druckueberwachung Hydraulik";""
"M     333.2;BOOL;M-EINGANG: Druckueberwachung Hydraulik";"M     333.2;BOOL;M-EINGANG: Druckueberwachung Hydraulik";""
"E ;BOOL;Diagnose Druckueberwachung Hydraulik (55H neue Baureihe)";"E ;BOOL;Diagnose Druckueberwachung Hydraulik (55H neue Baureihe)";""
"M    2010.4;BOOL;M-EINGANG: Diagnose Druckueberwachung Hydraulik (55H neue Baureihe)";"M    2010.4;BOOL;M-EINGANG: Diagnose Druckueberwachung Hydraulik (55H neue Baureihe)";""
"E ;BOOL;Druckueberwachung Druckluft (Systemdruck Pneumatik)";"E ;BOOL;Druckueberwachung Druckluft (Systemdruck Pneumatik)";""
"M     338.2;BOOL;M-EINGANG: Druckueberwachung Druckluft (Systemdruck Pneumatik)";"M     338.2;BOOL;M-EINGANG: Druckueberwachung Druckluft (Systemdruck Pneumatik)";""
"E ;BOOL;Diagnose Druckueberwachung Pneumatik (55H neue Baureihe)";"E ;BOOL;Diagnose Druckueberwachung Pneumatik (55H neue Baureihe)";""
"M    2010.5;BOOL;M-EINGANG: Diagnose Druckueberwachung Pneumatik (55H neue Baureihe)";"M    2010.5;BOOL;M-EINGANG: Diagnose Druckueberwachung Pneumatik (55H neue Baureihe)";""
"E ;BOOL;Temperatur Hydraulik   /B0-02.3";"E ;BOOL;Temperatur Hydraulik   /B0-02.3";""
"M      70.1;BOOL;M-EINGANG: Fuellstand Hydraulik Max. / Hydraulik Temperaturueberwachung";"M      70.1;BOOL;M-EINGANG: Fuellstand Hydraulik Max. / Hydraulik Temperaturueberwachung";""
"E ;BOOL;Fuellstand Hydraulik Minimum";"E ;BOOL;Fuellstand Hydraulik Minimum";""
"M     158.7;BOOL;M-EINGANG: Fuellstand Hydraulik Minimum";"M     158.7;BOOL;M-EINGANG: Fuellstand Hydraulik Minimum";""
"E ;BOOL;Störung Hydraulik (Motorschutzschalter/Temperaturüberw";"E ;BOOL;Störung Hydraulik (Motorschutzschalter/Temperaturüberw";""
"M     333.3;BOOL;M-EINGANG: Störung Hydraulik (Motorschutzschalter/Temperaturüberwachung)";"M     333.3;BOOL;M-EINGANG: Störung Hydraulik (Motorschutzschalter/Temperaturüberwachung)";""
"E ;BOOL;Druckueberwachung Schmierung Maschine";"E ;BOOL;Druckueberwachung Schmierung Maschine";""
"M     332.5;BOOL;M-EINGANG: Druckueberwachung Schmierung Maschine";"M     332.5;BOOL;M-EINGANG: Druckueberwachung Schmierung Maschine";""
"E ;BOOL;Schmierung Maschine: Fuellstand Schmierstoffpumpe";"E ;BOOL;Schmierung Maschine: Fuellstand Schmierstoffpumpe";""
"M     332.6;BOOL;M-EINGANG: Schmierung Maschine: Fuellstand Schmierstoffpumpe";"M     332.6;BOOL;M-EINGANG: Schmierung Maschine: Fuellstand Schmierstoffpumpe";""
"E ;BOOL;Druckueberwachung Schmierung M26 (Drehdurchführung)";"E ;BOOL;Druckueberwachung Schmierung M26 (Drehdurchführung)";""
"M     361.5;BOOL;M-EINGANG: Druckueberwachung Schmierung M26 (Drehdurchführung)";"M     361.5;BOOL;M-EINGANG: Druckueberwachung Schmierung M26 (Drehdurchführung)";""
"E ;BOOL;Schmierung M26 (Drehdurchführung) Füllstand";"E ;BOOL;Schmierung M26 (Drehdurchführung) Füllstand";""
"M     361.6;BOOL;M-EINGANG: Schmierung M26 (Drehdurchführung) Füllstand";"M     361.6;BOOL;M-EINGANG: Schmierung M26 (Drehdurchführung) Füllstand";""
"E ;BOOL;Temperaturüberwachung Versorgungsmodul Antriebe";"E ;BOOL;Temperaturüberwachung Versorgungsmodul Antriebe";""
"M     334.2;BOOL;M-EINGANG: Temperaturüberwachung Versorgungsmodul Antriebe";"M     334.2;BOOL;M-EINGANG: Temperaturüberwachung Versorgungsmodul Antriebe";""
"E ;BOOL;TEMPERATURKOMPENSATION: Übernahme Temperaturdaten";"E ;BOOL;TEMPERATURKOMPENSATION: Übernahme Temperaturdaten";""
"M     332.7;BOOL;M-EINGANG: Temperaturkompensation Übernahme Temperaturdaten";"M     332.7;BOOL;M-EINGANG: Temperaturkompensation Übernahme Temperaturdaten";""
"E ;BOOL;Takttisch Palettenträger oben";"E ;BOOL;Takttisch Palettenträger oben";""
"M    1011.5;BOOL;M-EINGANG: Klemmung 4.Achse auf";"M    1011.5;BOOL;M-EINGANG: Klemmung 4.Achse auf";""
"E ;BOOL;Takttisch Palettenträger unten";"E ;BOOL;Takttisch Palettenträger unten";""
"M    1011.7;BOOL;M-EINGANG: Klemmung 4.Achse zu";"M    1011.7;BOOL;M-EINGANG: Klemmung 4.Achse zu";""
"E ;BOOL;Takttisch in Position 0 Grad";"E ;BOOL;Takttisch in Position 0 Grad";""
"M    2010.6;BOOL;M-EINGANG: Takttisch in Position 0 Grad";"M    2010.6;BOOL;M-EINGANG: Takttisch in Position 0 Grad";""
"E ;BOOL;Klemmung 5.Achse gelöst";"E ;BOOL;Klemmung 5.Achse gelöst";""
"M    1012.0;BOOL;M-EINGANG: Klemmung 5.Achse gelöst";"M    1012.0;BOOL;M-EINGANG: Klemmung 5.Achse gelöst";""
"E ;BOOL;Klemmung 4.Achse geklemmt";"E ;BOOL;Klemmung 4.Achse geklemmt";""
"M     458.0;BOOL;M-EINGANG: Klemmung 5.Achse geklemmt";"M     458.0;BOOL;M-EINGANG: Klemmung 5.Achse geklemmt";""
"E ;BOOL;Taster Werkzeugspanner geloest";"E ;BOOL;Taster Werkzeugspanner geloest";""
"M     280.4;BOOL;M-EINGANG: Taster Werkzeugspanner geloest";"M     280.4;BOOL;M-EINGANG: Taster Werkzeugspanner geloest";""
